Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,230.0,230.755005,230.0,230.755005,142.177719,249030.0
2000-01-04,238.100006,238.100006,225.0,228.104996,140.544952,585140.0
2000-01-05,220.0,225.0,210.5,219.990005,135.544968,802960.0
2000-01-06,222.490005,236.0,221.0,228.820007,140.985519,1900320.0
2000-01-07,230.0,245.199997,228.225006,241.294998,148.67186,1925820.0
2000-01-10,244.5,249.899994,241.0,243.125,149.799408,865910.0
2000-01-11,245.0,252.899994,239.0,248.580002,153.160446,1344110.0
2000-01-12,250.0,268.470001,249.0,264.779999,163.141953,1770570.0
2000-01-13,269.899994,285.964996,265.0,278.665009,171.697098,2545080.0
2000-01-14,275.0,277.700012,265.0,270.209991,166.487625,1202400.0
2000-01-17,274.890015,275.0,254.509995,259.825012,160.088943,965390.0
2000-01-18,259.700012,260.799988,254.600006,256.144989,157.821548,894390.0
2000-01-19,257.5,260.0,250.100006,252.895004,155.819138,1186660.0
2000-01-20,252.5,253.5,251.5,252.440002,155.538742,1215590.0
2000-01-21,254.0,259.5,253.660004,254.809998,156.999008,750120.0
2000-01-24,255.0,264.899994,254.100006,257.850006,158.872086,711990.0
2000-01-25,259.769989,259.769989,254.600006,255.205002,157.242416,540930.0
2000-01-27,262.0,268.0,253.899994,255.964996,157.710693,926470.0
2000-01-28,252.5,256.480011,249.0,252.375,155.498779,464210.0
2000-01-31,244.5,249.399994,240.100006,244.0,150.338531,690790.0
2000-02-01,241.5,241.5,228.5,232.669998,143.357666,1174420.0
2000-02-02,240.0,249.899994,237.5,240.695007,148.302155,983250.0
2000-02-03,242.800003,245.100006,235.899994,243.789993,150.209122,583650.0
2000-02-04,243.979996,243.979996,232.5,234.675003,144.592972,333800.0
2000-02-07,234.5,235.5,227.5,230.895004,142.264008,367640.0
2000-02-08,230.0,233.449997,230.0,230.695007,142.140778,417900.0
2000-02-09,244.0,248.0,236.5,241.809998,148.989197,675040.0
2000-02-10,238.125,244.5,232.0,233.110001,143.628754,878920.0
2000-02-11,239.5,244.990005,230.699997,237.649994,146.42601,1568670.0
2000-02-14,237.0,241.5,229.699997,230.029999,141.731033,578030.0
2000-02-15,231.0,235.985001,228.0,230.199997,141.835785,715130.0
2000-02-16,240.0,241.0,230.0,231.104996,142.393372,907290.0
2000-02-17,234.699997,234.699997,231.0,232.705002,143.379181,620800.0
2000-02-18,232.789993,251.324997,231.5,251.300003,154.83638,2380600.0
2000-02-21,266.399994,271.404999,260.100006,271.404999,167.223877,3437360.0
2000-02-22,292.0,293.119995,292.0,293.119995,180.603409,1153490.0
2000-02-23,316.570007,316.570007,276.5,287.589996,177.196106,5542040.0
2000-02-24,299.799988,310.600006,292.5,308.674988,190.1875,2852320.0
2000-02-25,311.01001,323.399994,305.0,314.125,193.545456,2247400.0
2000-02-28,313.0,314.5,300.0,305.554993,188.265076,1525020.0
2000-02-29,310.0,310.0,281.404999,286.420013,176.475281,2935240.0
