Date,Open,High,Low,Close,Adj Close,Volume
2008-11-05,30.049999,53.799999,30.049999,47.619999,32.919155,35770.0
2008-11-06,42.0,47.970001,42.0,43.860001,30.31991,220.0
2008-11-07,45.799999,52.34,36.009998,48.200001,33.320099,1250.0
2008-11-10,55.0,57.200001,42.099998,47.68,32.960632,2505.0
2008-11-11,53.400002,56.0,45.110001,51.720001,35.753433,450.0
2008-11-12,44.0,55.799999,44.0,55.68,38.490936,365.0
2008-11-17,53.799999,53.98,45.240002,45.240002,31.273891,130.0
2008-11-18,38.080002,40.02,36.650002,36.650002,25.335722,365.0
2008-11-19,32.439999,33.799999,32.0,32.48,22.453047,160.0
2008-11-21,30.799999,32.0,30.799999,31.51,21.782497,180.0
2008-11-26,32.0,32.799999,28.4,32.799999,22.674257,230.0
2008-11-28,30.0,30.0,30.0,30.0,20.738651,5.0
2008-12-01,32.799999,32.799999,32.799999,32.799999,22.674257,20.0
2008-12-02,32.799999,32.799999,32.799999,32.799999,22.674257,5.0
2008-12-04,36.0,36.0,29.6,29.6,20.462137,55.0
2008-12-12,28.200001,32.549999,28.200001,32.549999,22.501438,20.0
2008-12-16,34.0,34.0,29.5,29.5,20.393007,100.0
2008-12-17,26.620001,28.1,26.620001,28.1,19.425203,80.0
2008-12-18,28.1,28.1,28.1,28.1,19.425203,5.0
2008-12-26,29.610001,29.610001,29.610001,29.610001,20.469049,15.0
2008-12-31,26.870001,26.870001,26.870001,26.870001,18.574921,10.0
2009-01-06,26.77,26.77,26.77,26.77,18.505793,5.0
2009-01-12,24.59,24.59,24.59,24.59,16.998779,15.0
2009-01-15,24.809999,24.809999,24.809999,24.809999,17.150866,5.0
2009-01-16,22.67,22.67,22.67,22.67,15.671509,25.0
2009-01-19,21.6,24.940001,21.6,24.940001,17.24073,120.0
2009-01-20,27.440001,27.440001,27.440001,27.440001,18.968954,5.0
2009-01-21,30.190001,30.190001,30.190001,30.190001,20.869995,5.0
2009-01-22,33.200001,33.200001,33.200001,33.200001,22.950773,225.0
2009-01-23,31.799999,34.860001,31.6,34.860001,24.098312,120.0
2009-01-27,33.200001,36.599998,33.119999,36.400002,25.162899,325.0
2009-02-03,38.220001,38.220001,34.580002,34.580002,23.904755,55.0
2009-02-19,34.580002,34.580002,34.580002,34.580002,23.904755,25.0
2009-02-24,33.0,33.0,33.0,33.0,22.812515,45.0
2009-02-25,31.6,31.6,31.6,31.6,21.844713,15.0
2009-02-27,31.6,31.6,31.6,31.6,21.844713,10.0
2009-03-02,31.6,31.6,31.6,31.6,21.844713,80.0
2009-03-16,33.18,33.18,33.18,33.18,22.936947,20.0
2009-03-18,33.18,34.0,33.18,34.0,23.503807,115.0
2009-03-19,32.400002,32.400002,32.400002,32.400002,22.397745,20.0
2009-03-20,34.0,34.0,34.0,34.0,23.503807,15.0
2009-03-23,35.0,35.0,35.0,35.0,24.195095,25.0
2009-03-24,35.049999,35.049999,35.049999,35.049999,24.229658,50.0
2009-03-25,33.400002,33.400002,33.400002,33.400002,23.089035,5.0
2009-03-26,33.400002,33.400002,33.400002,33.400002,23.089035,10.0
2009-03-27,33.400002,33.400002,33.400002,33.400002,23.089035,10.0
2009-04-09,35.07,35.07,35.07,35.07,24.243483,95.0
2009-04-13,36.830002,36.830002,36.830002,36.830002,25.460154,500.0
2009-04-15,38.68,38.68,38.68,38.68,26.739035,65.0
2009-04-16,40.619999,40.619999,40.619999,40.619999,28.080135,85.0
2009-04-20,42.66,42.66,42.66,42.66,29.490366,20.0
2009-04-22,44.799999,44.799999,43.0,43.0,29.725403,2085.0
2009-04-27,41.310001,41.310001,41.310001,41.310001,28.557123,20.0
2009-04-28,40.02,40.549999,40.02,40.549999,28.031744,60.0
2009-04-29,40.0,40.029999,40.0,40.029999,27.672272,90.0
2009-05-04,40.0,42.040001,40.0,42.040001,29.061764,405.0
2009-05-05,43.02,44.040001,43.02,44.040001,30.444342,50.0
2009-05-06,46.0,46.0,46.0,46.0,31.799265,70.0
2009-05-07,45.0,48.299999,44.049999,46.200001,31.937525,225.0
2009-05-08,46.0,47.990002,46.0,47.990002,33.174931,55.0
2009-05-11,46.400002,46.400002,46.400002,46.400002,32.075783,5.0
2009-05-19,46.400002,48.720001,46.400002,48.720001,33.679569,20.0
