Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,22.267099,22.988899,22.101999,22.988899,1.090844,25152894.0
2000-01-04,22.988899,24.7202,22.535999,24.4466,1.160014,47648561.0
2000-01-05,23.4937,24.975,23.116301,23.441799,1.112335,36396207.0
2000-01-06,23.776699,25.2864,23.776699,24.6259,1.168522,70573968.0
2000-01-07,24.6731,26.4091,24.059799,25.7864,1.223588,83453217.0
2000-01-10,26.4186,27.3479,25.0222,25.4279,1.206577,58497023.0
2000-01-11,25.1731,25.191999,23.3946,23.3946,1.110095,25729225.0
2000-01-12,23.0219,23.7295,22.3237,23.092699,1.09577,29729836.0
2000-01-13,23.2106,24.1164,22.937,23.069099,1.09465,34199308.0
2000-01-14,23.116301,23.116301,22.4652,22.569,1.07092,15967247.0
2000-01-17,23.0597,23.6824,21.917999,22.2577,1.056148,46484262.0
2000-01-18,22.351999,22.7388,22.0548,22.3095,1.058606,28686319.0
2000-01-19,22.729401,23.3521,22.644501,23.0172,1.092187,26623143.0
2000-01-20,22.927601,23.097401,22.290701,22.4275,1.064206,12278097.0
2000-01-21,22.5266,22.620899,22.2199,22.4039,1.063086,12491796.0
2000-01-24,22.3284,22.6775,21.427401,21.5406,1.022121,19667144.0
2000-01-25,21.323601,21.5028,21.0028,21.215099,1.006676,23597921.0
2000-01-27,21.6066,22.2199,21.5123,21.715099,1.030402,21205096.0
2000-01-28,21.9557,23.4559,21.9557,23.446501,1.112558,52762279.0
2000-01-31,23.2106,24.224899,22.8804,23.087999,1.095547,51181392.0
2000-02-01,23.116301,23.6541,22.903999,23.257799,1.103604,23279486.0
2000-02-02,24.248501,24.408899,23.2106,23.3521,1.108079,24676879.0
2000-02-03,23.587999,24.9939,23.4559,24.418301,1.158671,77717350.0
2000-02-04,24.5315,24.9797,24.0126,24.144699,1.145688,33982238.0
2000-02-07,24.408899,24.408899,22.9842,23.342699,1.107632,21819083.0
2000-02-08,23.305,23.446501,22.719999,22.8615,1.084799,25418400.0
