Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,33.75,33.916698,32.7542,33.270802,0.503085,104640.0
2000-01-04,33.145802,33.145802,30.616699,30.875,0.466858,273840.0
2000-01-05,29.1667,32.083302,29.1667,29.9958,0.453564,1830456.0
2000-01-06,30.1667,32.0,30.1667,31.6917,0.479207,714648.0
2000-01-07,30.75,32.5,30.5,31.6542,0.47864,518244.0
2000-01-10,31.6667,32.875,31.6667,32.079201,0.485066,626808.0
2000-01-11,32.083302,32.083302,30.5,31.0667,0.469757,205344.0
2000-01-12,31.6667,31.8333,31.25,31.5,0.476308,69396.0
2000-01-13,31.6667,31.6667,31.0833,31.3333,0.473788,27564.0
2000-01-14,31.5,31.8333,31.0833,31.200001,0.471772,226272.0
2000-01-17,31.5833,31.5833,31.0,31.320801,0.473599,1602456.0
2000-01-18,31.25,32.662498,31.0917,31.7292,0.479774,473772.0
2000-01-19,31.775,32.483299,31.25,31.4042,0.47486,493380.0
2000-01-20,31.3333,31.5,30.75,30.9333,0.467739,308880.0
2000-01-21,31.0417,31.0417,30.5833,30.775,0.465346,71520.0
2000-01-24,32.083302,32.083302,29.3417,29.6,0.447579,72420.0
2000-01-25,29.1667,30.0,28.75,29.045799,0.439199,628752.0
2000-01-27,29.5833,31.3708,29.170799,30.491699,0.461062,1628844.0
2000-01-28,28.112499,32.700001,28.112499,31.2708,0.472843,959220.0
2000-01-31,30.8333,32.083302,30.8333,31.85,0.481601,373812.0
2000-02-01,31.6667,32.5,31.3333,31.579201,0.477506,727440.0
2000-02-02,32.0,34.083302,31.875,33.358299,0.504408,2023872.0
2000-02-03,33.333302,33.75,30.6917,31.8167,0.481097,1118976.0
2000-02-04,32.75,32.75,30.6042,30.9042,0.467299,299208.0
2000-02-07,32.083302,32.083302,30.0208,30.700001,0.464212,91176.0
2000-02-08,30.8125,30.8333,28.3958,29.483299,0.445814,411156.0
2000-02-09,30.75,31.8417,29.3375,31.7292,0.479774,1579908.0
2000-02-10,30.7083,31.2083,29.1917,29.1917,0.441405,460104.0
2000-02-11,29.991699,30.0,26.858299,27.3083,0.412926,298800.0
2000-02-14,27.4167,29.491699,26.6667,29.3375,0.44361,621780.0
2000-02-15,31.5,31.5,27.0,27.741699,0.41948,319536.0
2000-02-16,28.1667,28.5833,27.0833,27.5042,0.415888,198240.0
2000-02-17,27.5,27.7083,26.8333,27.3125,0.41299,164640.0
2000-02-18,27.3333,27.5,25.133301,25.133301,0.380038,306936.0
2000-02-21,24.1917,25.8333,24.1917,24.4958,0.370399,515700.0
2000-02-22,24.5,24.5,22.5375,22.5375,0.340787,1146564.0
2000-02-23,22.5833,23.4167,20.737499,22.0375,0.333227,1335852.0
2000-02-24,21.6667,22.75,21.3333,22.508301,0.340346,302412.0
2000-02-25,22.6667,22.9167,22.3542,22.5042,0.340284,480504.0
2000-02-28,23.2875,24.304199,22.4167,24.295799,0.367375,214164.0
