Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,15.4222,15.7444,15.0,15.7444,0.000807,25322175.0
2000-01-04,15.8667,16.200001,15.4289,15.83,0.000811,32068665.0
2000-01-05,15.9167,16.864401,14.6667,16.1378,0.000827,62196705.0
2000-01-06,16.4667,17.4289,16.4667,17.4289,0.000893,32472810.0
2000-01-07,18.497801,18.823299,18.3111,18.823299,0.000965,10404405.0
2000-01-10,20.247801,20.33,19.444401,20.33,0.001042,54891810.0
2000-01-11,20.044399,21.1556,19.2467,19.6378,0.001007,106926930.0
2000-01-12,20.111099,20.5333,19.34,19.7411,0.001012,27736470.0
2000-01-13,20.0,20.799999,19.3556,19.549999,0.001002,30018285.0
2000-01-14,19.553301,20.082199,19.182199,19.723301,0.001011,25892145.0
2000-01-17,20.110001,20.110001,18.145599,18.1633,0.000931,79375635.0
2000-01-18,17.9111,18.444401,17.6889,18.252199,0.000936,36333945.0
2000-01-19,18.444401,18.8444,17.799999,18.3578,0.000941,19189800.0
2000-01-20,18.444401,18.444401,17.304399,17.468901,0.000895,21826980.0
2000-01-21,17.444401,18.7978,17.444401,18.478901,0.000947,54041490.0
2000-01-24,18.577801,19.0667,17.388901,17.610001,0.000903,69614775.0
2000-01-25,17.3333,17.3333,16.201099,16.2122,0.000831,55845675.0
2000-01-27,16.6889,17.51,15.1111,17.3078,0.000887,84060675.0
2000-01-28,17.044399,17.044399,15.9233,15.9822,0.000819,57447135.0
2000-01-31,15.8,16.177799,15.2222,15.3822,0.000788,44699445.0
2000-02-01,15.4889,16.0389,15.3556,15.59,0.000799,51973560.0
2000-02-02,16.0,16.2822,15.8222,15.8678,0.000813,27027315.0
2000-02-03,16.0222,16.133301,15.6667,15.7578,0.000808,16067520.0
2000-02-04,15.8444,15.9956,15.3556,15.4556,0.000792,19718640.0
2000-02-07,15.7444,16.6922,15.7444,16.606701,0.000851,43533990.0
2000-02-08,16.9133,17.733299,16.799999,16.9611,0.000869,43611480.0
2000-02-09,17.431101,18.318899,17.1556,18.318899,0.000939,30496320.0
2000-02-10,19.784401,19.784401,19.784401,19.784401,0.001014,914535.0
2000-02-11,21.3678,21.3678,21.3678,21.3678,0.001095,1949355.0
2000-02-14,22.186701,23.044399,20.044399,20.723301,0.001062,50505660.0
2000-02-15,20.555599,22.3811,20.2222,22.366699,0.001146,66075660.0
2000-02-16,22.879999,23.7111,21.6667,22.16,0.001136,73780875.0
2000-02-17,22.200001,23.4422,22.045601,22.8911,0.001173,86617935.0
2000-02-18,23.0,23.3333,21.059999,21.262199,0.00109,49126365.0
2000-02-21,22.0,22.4,21.3333,21.7756,0.001116,43757370.0
2000-02-22,21.888901,22.196699,20.502199,20.917801,0.001072,48984435.0
2000-02-23,21.133301,22.200001,19.2444,19.2456,0.000986,32153490.0
2000-02-24,19.2444,19.555599,18.0222,18.7267,0.00096,26776935.0
2000-02-25,19.304399,19.304399,17.799999,18.0033,0.000923,15433560.0
2000-02-28,18.2222,18.6411,17.468901,17.8556,0.000915,15017760.0
2000-02-29,18.0,18.200001,16.427799,16.596701,0.000851,58583295.0
2000-03-01,16.446699,17.422199,15.7778,16.75,0.000859,39355560.0
2000-03-02,16.9111,17.3333,15.8756,16.1022,0.000825,48140865.0
2000-03-03,16.3556,16.3556,14.8144,15.0078,0.000769,31347810.0
2000-03-06,15.4889,16.2089,15.4889,16.2089,0.000831,21424815.0
2000-03-07,16.555599,17.5056,16.266701,17.346701,0.000889,42953940.0
2000-03-08,18.2222,18.7344,17.3333,17.945601,0.00092,36740205.0
2000-03-09,18.111099,18.822201,17.4911,18.4156,0.000944,40036455.0
2000-03-10,18.6656,19.266701,18.001101,18.6089,0.000954,30569670.0
2000-03-13,19.266701,20.097799,17.7778,18.4233,0.000944,50532345.0
2000-03-14,18.3333,19.511101,17.577801,19.0889,0.000978,50349870.0
2000-03-15,19.111099,19.444401,18.3556,18.926701,0.00097,20189790.0
2000-03-16,19.0889,19.0889,17.4133,17.4589,0.000895,21512565.0
2000-03-21,17.2222,17.5089,16.062201,16.114401,0.000826,17817120.0
2000-03-22,16.555599,17.111099,16.3556,16.454399,0.000843,20216160.0
2000-03-23,16.597799,16.6178,15.4889,15.6611,0.000803,13446405.0
2000-03-24,15.8222,16.2889,15.8222,16.031099,0.000822,11628765.0
2000-03-27,16.1089,16.266701,15.7789,16.011101,0.000821,10973475.0
2000-03-28,16.044399,16.0867,15.3811,15.5989,0.0008,17347905.0
2000-03-29,16.0,16.6667,15.8222,16.07,0.000824,15639570.0
2000-03-30,16.219999,16.7556,15.8,16.0033,0.00082,27174420.0
2000-03-31,15.8,16.7078,15.7778,16.4767,0.000845,26376660.0
2000-04-03,16.4422,17.795601,16.0233,17.7111,0.000908,77401125.0
2000-04-04,17.444401,17.444401,16.294399,16.294399,0.000835,26158905.0
2000-04-05,15.1111,16.444401,15.0011,15.5278,0.000796,31782105.0
2000-04-06,15.6667,15.8,14.3578,15.1733,0.000778,19412370.0
2000-04-07,15.1556,16.308901,15.1556,16.243299,0.000833,48931065.0
2000-04-10,16.3333,17.1511,16.111099,16.3556,0.000838,65756160.0
2000-04-11,16.135599,16.177799,15.6222,15.9333,0.000817,21574395.0
